skill_level,accuracy_easy,accuracy_medium,accuracy_hard,avg_response_time,games_played,avg_session_duration
experto,0.87,0.75,0.65,0.75,79.0,22.3
principiante,0.579,0.474,0.379,3.92,6.0,7.8
intermedio,0.866,0.776,0.542,1.19,15.0,22.0
experto,0.927,0.78,0.65,0.7,166.0,10.9
experto,0.906,0.75,0.65,1.01,107.0,27.3
intermedio,0.803,0.603,0.475,2.21,32.0,28.8
principiante,0.518,0.383,0.24,4.15,11.0,14.2
intermedio,0.757,0.56,0.441,1.55,27.0,5.7
experto,0.954,0.75,0.65,1.01,96.0,29.5
principiante,0.681,0.55,0.366,2.78,1.0,10.0
principiante,0.698,0.55,0.383,3.61,8.0,11.8
intermedio,0.825,0.624,0.422,1.53,38.0,8.8
principiante,0.652,0.55,0.362,2.39,7.0,5.8
intermedio,0.797,0.624,0.496,1.57,18.0,18.0
principiante,0.691,0.55,0.394,2.53,11.0,22.2
principiante,0.667,0.55,0.4,2.33,4.0,26.6
intermedio,0.801,0.584,0.402,1.81,30.0,7.0
intermedio,0.772,0.623,0.498,1.83,42.0,7.6
experto,0.859,0.75,0.65,1.28,97.0,5.9
intermedio,0.829,0.605,0.476,1.73,39.0,11.0
experto,0.895,0.75,0.65,1.21,195.0,11.5
experto,0.9523092940142129,0.7570842769261273,0.65,1.1409643589489384,62.42571623863836,25.81807128210212
experto,0.9786229208837182,0.75,0.65,0.7808277346454967,137.0,29.261372383210155
experto,0.9477397316573828,0.75,0.65,0.9660882925719619,75.89852845713396,8.818822765707175
experto,0.8891234310047859,0.7880569681560551,0.65,1.1727003538216112,146.65400707643224,9.464451238375638
experto,0.9259645689130765,0.7500101231676924,0.65,1.097772903107664,31.994938416153783,25.590382990692184
experto,0.89942707117732,0.75,0.65,0.7064323220566999,42.321616102834994,23.95175758457475
experto,0.8956063004131274,0.7518050648425336,0.65,1.0623100684049878,124.54873378936658,24.303607168303245
experto,0.9015190742915566,0.7873623406754054,0.65,0.8384326638384886,90.92431440692192,23.397855028002006
experto,0.8612156900760208,0.75,0.65,1.113872639305494,182.6519612595026,17.99509927470676
experto,0.951625156521659,0.770857045779832,0.65,1.0234561585676336,93.67280792838167,16.234561585676335
experto,0.8896455402012038,0.7714057843831905,0.65,1.1314036627297999,143.8634623359574,10.74795116360267
experto,0.9015788093127081,0.7667805200750704,0.65,0.7930371806238801,121.7627509125032,10.57782162373816
experto,0.8868177677030417,0.75,0.65,1.2067460030184072,59.952398188955605,24.350799396318536
experto,0.9652675429744099,0.8171842264606222,0.65,0.9343684529212444,120.73245702559012,28.96763195074785
experto,0.8824816449523607,0.75,0.65,0.9064963289904722,183.0,28.348898697141642
experto,0.926461170524709,0.8136917557870633,0.65,1.039290320833428,44.90465953703493,17.937252109566884
experto,0.9422337418153037,0.7802501930458158,0.65,0.9826090313840274,177.0,12.567980526073743
experto,0.9367704451399615,0.7538852225699808,0.65,1.0479786346337394,110.43169139666453,28.15027892733804
experto,0.9356557233747967,0.75,0.65,0.9328102430348428,176.34427662520335,5.568614582090567
experto,0.9461748207265736,0.7540448738336538,0.65,1.0039918989484244,76.73543160611887,10.102679948374153
experto,0.8918564165737721,0.7632601183840863,0.65,0.8722127339813349,160.40878579390966,17.10219644847741
experto,0.930532486761183,0.75,0.65,0.8924756502192152,192.73196893013724,9.307569965799342
experto,0.9785937677954462,0.847237342903866,0.659446305836644,1.0681107388326712,96.10795778099022,16.654117943079157
experto,0.9287314752006595,0.75,0.65,1.2235858634800056,63.21380455066648,26.60412476673355
experto,0.9036193016723433,0.7517272551171662,0.65,0.8881251210694825,177.1079534448229,16.22727448828338
experto,0.9597209905359014,0.8276300509976633,0.65,0.7210658412200821,88.52455450398905,12.115569312998632
experto,0.9720495278027078,0.8251485834081234,0.65,1.0166509389208287,96.20518869645835,16.53584904283332
experto,0.8680843869793662,0.75,0.65,1.0089451627579231,53.978903255158464,22.041297592752866
experto,0.938768539846549,0.7804629203069021,0.65,0.8788402042341713,93.03832719238451,28.738426992327447
experto,0.9086844286262561,0.7963565216684223,0.65,0.98,123.01496461236228,26.55660262414941
experto,0.8931476728657785,0.75,0.65,1.2138552347587628,177.0,18.733795335385672
experto,0.9326901157566735,0.75,0.65,1.0849379288793937,91.94283519316946,8.284091980362968
experto,0.8955229266028389,0.75,0.65,1.0948833313992492,103.0,22.21078050478708
experto,0.9717811563021169,0.788583583194355,0.65,1.166869378127015,137.21884369788307,23.83708302490926
experto,0.8793911398467932,0.75,0.65,0.7058188918362868,153.4547229590717,6.861850132632902
experto,0.8971662291294873,0.6882833009555287,0.65,0.8511444660296476,48.3542213588141,21.634333980889426
experto,0.9237618343374117,0.8111420120489399,0.65,0.98,79.70229292176457,28.417862424694125
experto,0.9681110716571061,0.7597696428850129,0.65,0.9210571415193791,46.0,15.66910713449612
experto,0.8538297287804408,0.75,0.65,1.2429728780440896,129.23377951198404,8.0937865367214
experto,0.8896958719094514,0.7701549215918257,0.65,1.1548634989412478,148.7403174005109,12.698285472069099
experto,0.8541391095487598,0.75,0.65,1.2516534270744115,130.10819631570206,7.603091323305773
experto,0.962842476630088,0.8316920335077198,0.65,0.9407876168495597,107.64159281293863,20.643008862447367
experto,0.9214525828043265,0.75,0.65,1.0186721214374983,29.571815851682686,9.284552444951943
experto,0.9041674367621615,0.7529343759241571,0.65,1.1326640601896072,113.79992891426201,22.629975119991705
experto,0.9702173788773734,0.75,0.65,1.02,75.18190011455374,8.198226061859017
experto,0.9316458298015875,0.7513229149007937,0.65,1.1020717965387983,110.14699054453264,28.776620802028194
experto,0.9472502001431314,0.75,0.65,0.829388577555129,145.46661329516496,28.1005631165183
experto,0.9537890068726789,0.75,0.65,0.8353412044258267,137.0,26.717410460128086
experto,0.9179841136922474,0.7505954533139326,0.65,1.1076705007275285,124.85113667151685,24.636250338668543
experto,0.9313508356803107,0.7711754178401554,0.65,0.8204923398453117,189.04923398453116,18.651385794328093
experto,0.9448305072533139,0.7638984052282596,0.65,0.9871188394697747,76.50847824005828,8.764405802651126
experto,0.949534378538208,0.7600224227242504,0.65,1.1164798106312475,61.7727949501666,25.867040378737507
experto,0.9272761789023412,0.75,0.65,0.7748996380772954,114.0,23.823385728992935
experto,0.9455942943439729,0.7572952848798007,0.65,0.8151985101662513,117.30397020332502,27.764764243990033
experto,0.9711209787214298,0.8030156888183109,0.65,1.082898164897319,97.71975531964254,16.184073404107238
experto,0.9580597625730892,0.8311004689422754,0.65,0.9559553026951844,108.0,20.191858726162774
experto,0.8869102457077718,0.75,0.65,0.998548337859191,183.0,29.28450216800975
experto,0.961472854055526,0.75,0.65,1.101094076488531,100.0298384496872,15.556693054405699
experto,0.8675021003809131,0.75,0.65,1.126768074210121,183.5603360609461,18.759915984763474
experto,0.959078417995634,0.75,0.65,0.8843481227055057,28.073318609454947,6.747657096145716
experto,0.8893678807842161,0.75,0.65,0.7865110379120751,187.0,17.066136889110098
experto,0.8975538829347477,0.7685192154438552,0.65,0.7599924732063648,168.5184627644916,12.533534047830273
experto,0.8979074333241703,0.75,0.65,0.9391047222985804,56.332826849052054,13.636418889194323
experto,0.907363375380709,0.763685732136593,0.65,1.2066955435163906,177.0,18.407452251961328
experto,0.9183340487122075,0.788686106185363,0.65,0.7851643805853828,192.56203539512097,13.42757301561187
experto,0.9217511013932536,0.7507064081557355,0.65,0.7646795922132247,100.17436737705798,24.8
experto,0.8618196083603321,0.75,0.65,0.9324086035686527,183.1906388445215,26.26655280883496
experto,0.864443763292645,0.75,0.65,0.9507637137026621,106.24045357871672,20.3088752658529
experto,0.9442597705841382,0.7656073017344419,0.65,1.0699391522129844,60.53171072567959,25.96012169557403
experto,0.9063334396633776,0.75,0.65,1.084383299460165,34.52055668466117,14.961184884090354
experto,0.9380349616467015,0.775567119943047,0.65,1.1795463040455625,65.53402719658281,21.455858089454214
experto,0.9118908267825216,0.75,0.65,0.9043176673907601,31.5045488840616,7.6489385937189605
experto,0.8710937651568273,0.7640767169464951,0.65,1.2715056019003648,143.20170482103322,8.281534338929902
experto,0.9322498196538889,0.8004974751544436,0.65,1.1045025248455564,44.70007213844447,17.359985572311107
experto,0.9286747413357928,0.75,0.65,0.8403933754515407,38.49016561371148,25.403933754515407
experto,0.9026546952973307,0.7583725005531199,0.65,1.0391585338872202,31.183170677744403,24.74084146611278
experto,0.9456504540544931,0.7856002136727027,0.65,1.141602350399729,72.76996260727704,14.645954060368929
experto,0.9298997578425768,0.7709556997247953,0.65,0.8849417919649317,148.64801937259386,17.631002421574234
experto,0.9538825783843192,0.7537465022841603,0.65,0.9189190562655838,98.12674885791984,15.749766818944023
experto,0.9759587765868426,0.75,0.65,0.9936850568445567,84.18796387968173,17.870321003066177
experto,0.9503610815509579,0.7845810284383137,0.65,0.98699556757088,77.26515957701147,10.066152479386991
experto,0.945970441392512,0.75,0.65,0.9621565364278045,75.96405772620327,8.871246180962606
experto,0.8939038216319214,0.7583807643263842,0.65,1.1355043170988064,58.93119603626492,24.770875441704657
experto,0.9387676034247364,0.7548838017123682,0.65,1.0268975194055603,110.54264463470757,27.90618180364333
experto,0.9015195377341113,0.75,0.65,0.8273661380746368,80.43270626064142,21.21114324191252
experto,0.891590833260569,0.75,0.65,1.0891166914065362,178.18166652113803,19.3
experto,0.9019084992501829,0.7513725112472572,0.65,0.7,42.03050024993905,24.10370084979277
experto,0.9121288467587052,0.8206433203049653,0.65,0.7315779385122565,114.07469637749843,12.253501954255185
experto,0.959064396636042,0.8506938072885756,0.65,0.8072538822614718,128.58080448527727,28.759659495406307
experto,0.937066273818389,0.7851895147223805,0.65,1.0724648180798293,174.44076256564506,17.316590988374916
experto,0.8734848984423148,0.7656284430561818,0.65,1.2075755077884256,96.11057641143681,6.713187280972063
experto,0.8786228112815345,0.75,0.65,1.059884050187395,180.91102695978077,19.108897304021923
experto,0.9036801031504222,0.762420348132675,0.65,0.936999355309861,93.84996776549305,26.616986461507082
experto,0.8793379149348927,0.75,0.65,1.1433104253255366,107.78417897250316,29.182029534007576
experto,0.866033752386896,0.7651819571528871,0.65,1.29606014282371,144.885547620905,8.703375238689599
experto,0.9573557364557042,0.8533557364557042,0.65,1.0496299169485668,117.19486450991275,6.045090690489406
experto,0.9397260042685812,0.75,0.65,0.796718623751919,192.20672688467442,8.46562752496162
experto,0.9197094377904348,0.75,0.65,1.0506605747331703,194.28051757902296,27.643896484195405
experto,0.94754063512161,0.75,0.65,1.0794698633771116,29.081270243220214,9.42403112300867
experto,0.958812850492509,0.75,0.65,0.9278939265954842,97.45028039400718,12.376593482658787
experto,0.9026871053465705,0.75,0.65,1.1083472132788275,185.91736066394137,26.41216253232108
experto,0.8910241479205375,0.75,0.65,1.281789707017262,177.04829584107492,19.3
experto,0.8936141024381083,0.7758150174150598,0.65,0.9500531079733706,158.90219791019283,16.725549477548206
experto,0.8814163482164701,0.7603346071341199,0.65,0.8879373659294478,154.0933917435288,8.21050424047074
experto,0.953903723895374,0.8319041780611764,0.65,0.7904813805231297,131.43369663661906,27.883151681690464
experto,0.9738958257588345,0.7777083744520412,0.65,1.0716670994951703,137.0,25.435410931688992
experto,0.887657371255524,0.75,0.65,0.9905142896471819,188.8051428964718,28.65117713656451
experto,0.8779028861096638,0.770530537160402,0.65,1.271955032291279,107.45080533060414,16.2823154279866
experto,0.9419099180331353,0.7880113210067972,0.65,0.6414078345369559,29.076052230246372,29.28085150594735
experto,0.9696298645173173,0.8472274898824704,0.65,0.7915789914498432,167.81324207338963,14.148557060918698
experto,0.9377248150589996,0.7591957813256343,0.65,1.170476421692197,77.50794036153661,7.7656079517951175
experto,0.9421175495789013,0.75,0.65,0.6382415476343781,28.128180557344116,5.977649008421974
experto,0.901367223445229,0.75,0.65,0.8227162355531417,27.226858833242808,9.108649422125664
experto,0.9099886953563161,0.7516534113598583,0.65,0.7605107056410906,31.693177280283383,23.318752495844137
experto,0.95260779207426,0.8479820439035757,0.65,1.0706736310944824,114.74850365863131,7.5425889480464035
experto,0.9384781391651864,0.7544985426110125,0.65,0.9049271305506215,138.00291477797515,7.649368464772053
experto,0.9164402134352817,0.791020373511743,0.65,1.11,168.09845332941225,27.611392003528984
experto,0.9034009628796944,0.75,0.65,1.112962613718021,192.99782854109955,27.900434291780087
experto,0.879359210493129,0.75,0.65,1.0265065834275748,189.98059213015318,27.4165131794661
experto,0.941961189854973,0.7564805949274865,0.65,0.8868125595802708,111.83980169083783,26.06019830916217
experto,0.8749648191270486,0.75,0.65,0.7621863742209376,79.22567359668403,22.128488066520138
experto,0.8985242061666084,0.7612704325820819,0.65,0.8780635066713229,195.47579383339155,7.127043258208196
experto,0.917825837899544,0.75,0.65,0.9997837294520522,34.228229737442994,25.279339731735178
experto,0.9425750638794993,0.75,0.65,0.9404763029895342,77.5531170150626,11.228204522364047
experto,0.9164624027468228,0.75,0.65,0.8654519918843874,194.32159975028884,7.090960162312253
experto,0.9600181520839907,0.8161996729238982,0.65,0.9498184791600927,90.73411692650811,28.371596484251736
experto,0.8895784973258194,0.7645948798247018,0.65,0.8852696178874794,76.86416392809242,23.474709839549163
experto,0.9385649199534345,0.8326052260406163,0.65,0.6281169334885514,53.031384441857476,24.265015163368282
experto,0.9198416716250727,0.7657697041819239,0.65,0.98,74.88485209096196,28.646744092069902
experto,0.8762679225873735,0.7574286489924427,0.65,0.7766967073165907,79.11607264050691,23.00804310709219
experto,0.9211040634085221,0.780527915455304,0.65,0.8478204491436979,93.0,18.77119260233909
experto,0.9076698808950778,0.7503665592208707,0.65,1.0071489838376722,107.16291520927588,27.283708479072413
experto,0.9622452036571998,0.8295578343130237,0.65,1.029528963523082,95.56638175203302,17.148072189565877
experto,0.9416658414688404,0.7563329207344203,0.65,0.9963050067177954,110.70365785938003,27.55195270936395
experto,0.8691735625307944,0.7105630371815495,0.65,1.3116939835666468,31.629130854563375,13.050722066559432
experto,0.9686952969313559,0.7504891708032551,0.65,0.9425018569497303,40.58700496390601,13.852202978343605
experto,0.898547257256309,0.75,0.65,1.1013414599813067,107.50838412488316,28.421798724696238
experto,0.9381510966649781,0.75,0.65,0.9584486697985265,78.10611291687773,11.131430239546397
experto,0.8903856149592801,0.7586600934955008,0.65,1.1744118317080987,157.65359626017997,20.795429154521912
experto,0.9646245219629545,0.75,0.65,0.9635992855990635,75.43385164923798,9.575095607409107
experto,0.9282702774833235,0.7506014952656026,0.65,0.8336859942234485,97.4059810624105,25.71656088911396
experto,0.9589207495097389,0.75,0.65,0.9337204735259016,97.53659960779113,12.482334519544139
experto,0.9114316857156176,0.7957267428624704,0.65,0.7948756507744126,91.18943809479414,27.481056190520587
experto,0.9264176714429935,0.75,0.65,1.132265200488602,109.90939198045591,29.127182405863227
experto,0.8528730630731324,0.75,0.65,1.1776162156120586,181.37461261462647,16.425077477074705
experto,0.938217323202859,0.8229793620228583,0.65,0.9612929957857118,83.36726075857187,28.250343966285694
experto,0.9580250900686407,0.7942759907550477,0.65,0.969749099313593,92.47804618993939,28.74529561212987
experto,0.8702166479457196,0.7626288939754277,0.65,0.8943053047643503,107.14351015881168,20.17175507940584
experto,0.9340303580015199,0.750658693631619,0.65,0.9070009294552852,100.36522547352422,23.5712970738282
experto,0.8866069508333029,0.7377799179688928,0.65,0.8181467213540715,49.67413114583714,20.644401640622142
experto,0.9280585312110065,0.7778829375779871,0.65,0.7183478743241117,166.28227498960172,10.63889563461841
experto,0.9629088675192842,0.75,0.65,0.8050306505255579,141.2909686615242,28.692112772950736
experto,0.8991664976638314,0.75,0.65,0.9165535296295892,195.8939547578335,6.068929407408216
experto,0.9145396697737799,0.7876944221041148,0.65,1.11,168.17155116254693,27.54560395370777
experto,0.9661862475224452,0.8656483196952698,0.65,0.7440687623877742,90.41838831002529,11.91747354511973
experto,0.914179267600883,0.7787737088937939,0.65,1.0835853520176582,67.0,20.62639624814332
experto,0.897151568450337,0.7639741173434348,0.65,0.8543437896689131,187.0,18.132901955723913
experto,0.9148174839033035,0.8021100953983812,0.65,0.7221040603401881,168.0,14.292986465532707
experto,0.9168291503055589,0.791701013034728,0.65,1.11,168.08349421901696,27.62485520288473
experto,0.9214633066230604,0.7750983723085331,0.65,0.9827370073589561,177.90876642136814,17.663149632052196
experto,0.8801559985768668,0.75,0.65,0.6999019650159815,32.70732404388262,7.522433726649204
experto,0.896401803347089,0.7936295980714875,0.65,1.0484169208659768,119.06948681099612,10.504230216494193
experto,0.911250947298213,0.7534152303834956,0.65,1.198745263508935,103.19404718088043,21.17671433829435
experto,0.8992880005693831,0.7717284154069456,0.65,0.8452675320978031,117.90535064195606,28.486420770347276
experto,0.9378335131167024,0.8336166776558597,0.65,0.8111161383057522,128.8252531912642,27.640623439532447
experto,0.9202774452035007,0.7693293424420079,0.65,0.98,75.34680650437582,28.67919160973745
experto,0.9108836619710741,0.75,0.65,0.9767432595454493,149.79844399724516,18.162800804958735
experto,0.9618542253947876,0.8363964793426636,0.65,0.9314577460521241,89.12755277956084,28.027332738477323
experto,0.9412110606657015,0.7535888325087253,0.65,0.8992773178343378,137.0,24.99611274316848
experto,0.8792679729063346,0.75,0.65,1.0388236576448326,190.04902032024907,27.47581761088253
experto,0.8671900534944831,0.7550711886484602,0.65,1.3050839730389199,142.43049081231817,8.114237729692045
experto,0.9289487815146881,0.7697764890782132,0.65,0.8919790167913083,148.72409747882494,17.64051218485312
experto,0.8851218827742364,0.75,0.65,0.8589473818316073,186.37950124387783,18.055124689030546
experto,0.9154873241771714,0.7714880174138119,0.65,0.718145177507539,121.97672806426418,9.786106162222556
experto,0.879037403880395,0.75,0.65,1.1594045136828082,95.70127937812255,5.955659455223319
experto,0.9335983899099703,0.7830346803604237,0.65,0.9789959747749261,177.0,16.32818547747734
experto,0.8700176041391363,0.75,0.65,1.0891891241226876,183.35449448286496,29.1
experto,0.9622456796849018,0.8332879157486698,0.65,0.8943377622006983,132.12283984245096,27.204990960675094
experto,0.912294971967446,0.7837662009430305,0.65,1.11,168.25788569355976,27.46790287579621
experto,0.908466464500501,0.7539208955671343,0.65,1.0381814368887778,149.7549440270541,16.807523309569127
experto,0.9069251151538797,0.75,0.65,0.9855592356945052,107.0,25.2454973066272
experto,0.9096417711646182,0.75,0.65,1.0385569488615758,183.80348093038484,26.42712055757606
experto,0.9528982713714347,0.8373348538960111,0.65,0.939748936777182,117.69220743542783,6.971731375770965
experto,0.9589024182488111,0.8199176387787235,0.65,0.7709758175118891,26.24207680645806,28.725729733637053
experto,0.9507678277975848,0.8273133194190084,0.65,0.8597786894092909,128.7530737582043,27.652336056235264
experto,0.9312035851224987,0.793783080904697,0.65,0.8844280099685293,93.57949578219821,18.47503642638798
experto,0.9163608046039744,0.8034872776680364,0.65,0.861424228699899,90.05696914799596,25.04272686099697
experto,0.8925728818155944,0.75,0.65,0.693495292923543,186.82523535382285,27.69709989850115
experto,0.893877501120801,0.7671128319464681,0.65,1.1732752976938765,177.0,17.681560211255878
experto,0.8923857573119058,0.75,0.65,0.8642260737187195,175.658477764452,16.154054256816195
experto,0.8826723186227716,0.7561344637245543,0.65,1.155471433559517,58.68160708050603,24.48384814258194
experto,0.9646312216270645,0.7673106685991088,0.6742349360387523,1.0930757325603566,100.0,15.465378662801783
experto,0.944867302014744,0.6856190436117742,0.65,1.307790503439936,129.27428523341288,19.691999663389026
experto,0.9078727790128757,0.7637041433429995,0.65,0.8071005972624982,116.28402389049992,26.583728071337415
experto,0.9172700345592045,0.75,0.65,0.7499303145766802,61.508710677914976,11.255400620307284
experto,0.9083270869340971,0.75,0.65,0.9880905736310087,107.0,25.38180011859278
experto,0.9392250633451877,0.8316157279359301,0.65,1.1182499095068748,166.0718851804766,27.89875769191566
experto,0.9100719180265248,0.751559153493127,0.65,0.98,67.77957674656346,25.360554245285602
experto,0.9405577760969265,0.7732416091326014,0.65,0.9704201897958286,177.0,10.907250859681643
experto,0.9400838638057438,0.75,0.65,0.742973081439529,180.52062760167678,27.97026918560471
experto,0.8792004960103061,0.75,0.65,0.7408094241958163,31.719801595877552,8.484183523813263
experto,0.964820929139848,0.75,0.65,0.7947761614248101,116.6865696854886,27.0343312997367
experto,0.9747244117511391,0.7732103362081019,0.65,1.0243193285063348,137.0,26.062768897291065
experto,0.9452275906810862,0.8400137737152928,0.65,1.111192141662833,167.09753886332268,28.55773315922684
experto,0.8627699656934504,0.75,0.65,1.190407982593881,182.81076395283853,18.672916743406233
experto,0.9383402260392597,0.8226970658571093,0.65,0.7063485329285546,188.0,29.24398196053408
experto,0.9334205908722876,0.7896386272751809,0.65,0.7098284093976037,28.680686362409585,27.96308863084313
experto,0.9427053291663692,0.7509500619670508,0.65,0.7524969016474597,99.19975213179679,24.8
experto,0.9451230715836271,0.7509506071469375,0.65,0.7727207124087242,99.19757141224977,24.622185728975204
experto,0.9445734378881232,0.7849780931738906,0.65,1.0282499379002743,77.27968633563015,8.55875031049863
experto,0.9118807905428308,0.7669354882401892,0.65,0.972089767269812,178.2636744243396,18.195511636509398
experto,0.9244696948076694,0.75,0.65,1.2269067313186992,63.10310895604336,26.731424700550136
experto,0.9443394614150967,0.75,0.65,1.1354936302264258,64.8796323150942,25.494752459811355
experto,0.9236227981870652,0.8037068363704067,0.65,0.6968534181852033,188.0,28.31820827305733
experto,0.9423045117123972,0.8125442164151646,0.65,0.9783051677015708,95.01755536823111,17.715192786161182
experto,0.8656099027631768,0.7589145169402435,0.65,1.203331085303188,182.48575282337393,16.995250941124638
experto,0.8629220992889974,0.75,0.65,0.9354315625666058,183.20842095627415,26.25410533060809
experto,0.9428060864213736,0.8392268501357846,0.65,1.0363114557161635,117.05190928602723,7.477863929040846
experto,0.9383452216109811,0.8227035117561048,0.65,0.7063517558780523,188.0,29.24429619811011
experto,0.9369073177567115,0.75,0.65,1.0089956548464647,37.03347817178451,14.29107248752413
experto,0.8608494924419806,0.6793169070012484,0.65,1.664528579586851,34.34535256009987,14.819417735976698
experto,0.8659551822944389,0.75,0.65,0.9711790247169805,105.25235558838132,27.007308476613694
experto,0.9162098039011168,0.75,0.65,0.9313112743819802,31.324591504120132,7.690928649038636
experto,0.9237540836551661,0.75,0.65,1.018877041827583,107.0,27.12245916344834
experto,0.8792658809037497,0.75,0.65,0.9356189516317702,107.0,22.55640508786455
experto,0.9014048041971313,0.75,0.65,0.9287307226284169,183.1170670164276,28.96685203921786
experto,0.9148588918666869,0.7851373410358338,0.65,0.9114581700516239,28.571966728211343,25.000094177436985
experto,0.9715690637903048,0.8436658077012491,0.65,0.6909208505373977,90.0,10.84521485347658
experto,0.9105833767225993,0.7685465418994879,0.65,0.7076356387336747,162.56396256984635,9.601941415275288
experto,0.9143820371820354,0.7985393754893694,0.65,0.870112267612279,90.50561338061395,25.21235761985786
experto,0.9190748251327351,0.7646542911021601,0.65,0.98,74.32714555108002,28.38880481737451
experto,0.9295823761740252,0.7780387652583648,0.65,1.0584264178420129,74.09321607978616,16.27166546945157
experto,0.876727630063642,0.75,0.65,0.6938249712091968,32.70894797454323,7.569223123547516
experto,0.8943399825494853,0.75,0.65,0.871497609486457,175.93116035574215,16.20404606521939
experto,0.9536682914022333,0.75,0.65,0.6699388213833957,26.0,6.105018654824409
experto,0.9670714438968916,0.7652876707417234,0.65,0.923829292709123,45.8373024387162,15.754562683219609
experto,0.9751823028661664,0.75,0.65,0.7859386399859635,138.0180525690223,29.155775886055174
experto,0.9730935229504918,0.8713566681556446,0.65,0.7141417306646356,89.91983747100706,12.382834613292712
experto,0.9338596867108785,0.7533684371618051,0.65,0.9900583363395103,108.49708318302449,27.025145840848776
experto,0.869343117294408,0.75,0.65,0.9751743141173244,180.88807355879933,17.411926441200674
experto,0.9178767974035451,0.7593008168769574,0.65,0.7011840952033495,30.438398701772506,23.924640519290996
experto,0.9599954459405866,0.8367339658572126,0.65,0.9326375711308071,88.52523719645473,28.021100569046457
experto,0.9665800319146861,0.75,0.65,0.6315398829794843,89.94400425529149,6.278394042591923
experto,0.929,0.75,0.65,1.0362837103983977,110.98648725896423,27.817566563346496
experto,0.9129417580331385,0.7673079409344221,0.65,0.9788129792765458,176.3762595855309,12.37043538884477
experto,0.8986639885328214,0.6812625537524002,0.65,0.8558249641650666,48.16700143339734,21.774748924951997
experto,0.9315259050485895,0.75,0.65,0.8835982953104766,192.66855925221768,9.246273943810433
experto,0.9247293620147949,0.7562536180486119,0.65,0.7319372324233835,50.64957450158517,23.4897447009511
experto,0.9133037856578619,0.7601813282219274,0.65,0.7924222009246976,115.6968880369879,25.89384344346079
experto,0.880301017639579,0.75,0.65,0.7752843160244213,79.46822807452632,21.944146663359998
experto,0.8627830464206753,0.7517791597168985,0.65,0.9677605035387697,181.5552100707754,16.133203776540775
experto,0.8735368744785457,0.7662359966626925,0.65,0.964129941597119,147.50737489570915,7.729499582836564
experto,0.8869659390656978,0.75,0.65,1.0275021981511678,52.96593906569774,14.072663326511481
experto,0.9275940180740176,0.75,0.65,1.078447329380646,108.59401807401763,28.162678716011747
experto,0.8712362046384109,0.75,0.65,1.11578959145681,182.83109017295448,29.05495737945453
experto,0.881673098344494,0.75,0.65,0.7992099123684637,163.0,22.449456669855422
experto,0.9145278412081024,0.7861814238821387,0.65,0.9058557742909631,28.47010498710842,24.982268372743974
experto,0.8880731502719462,0.75,0.65,0.9906816305133054,183.0,29.29476309063482
experto,0.8880632819317532,0.7309533659449068,0.65,0.8226977560367289,49.492089758530845,20.780932681101863
experto,0.891416206053737,0.7687484055706278,0.65,0.7233347506038864,43.58336876509716,25.24153556914051
experto,0.9384490744874562,0.7517022353186457,0.65,0.8924345096949085,37.226964709152746,26.05295843213564
experto,0.955,0.7750051768190519,0.65,1.0775388261428887,73.49948231809482,12.87528472504785
experto,0.9478572440310344,0.7685713317964019,0.65,0.9971427251769116,137.57140877653674,8.499998460397302
experto,0.8731912941555383,0.75,0.65,1.194589433323149,96.08019389732623,5.939420261543162
experto,0.9120741752800504,0.75,0.65,0.9711797919259726,95.22359583851946,27.636630012446687
experto,0.8909702311043372,0.75,0.65,0.9584588159286593,179.14710984223757,19.285289015776247
experto,0.8545591058357316,0.6759115856017363,0.65,1.702585770439212,34.0,14.902430894937964
experto,0.958421696426093,0.8510421237359965,0.65,0.782349681049868,130.21084821304652,28.46144260285514
experto,0.9724820810565931,0.8676913308300791,0.65,0.7229479735851728,90.0,12.166204272953214
experto,0.9616808461109829,0.7772142215754823,0.6880999102056751,0.8485056706713279,96.43542754520772,11.078970299728487
experto,0.8915304611819795,0.7915595423275124,0.65,1.020789632179191,110.8337933454822,14.55803432543657
experto,0.9196412046020843,0.7817748734758176,0.65,0.839648239805965,93.0,18.906331683492628
experto,0.8566566763304744,0.75,0.65,0.9381925496423361,157.368982823677,14.073047289520977
experto,0.924984160073526,0.757090811670157,0.65,0.730617742476383,50.67687429359208,23.506124576155244
experto,0.8989562862110494,0.75,0.65,0.9170604168076073,183.0,29.39079076068573
experto,0.881752716414812,0.7671684776098746,0.65,0.9661548922085074,184.38451077914925,17.349184742825674
experto,0.933047662645778,0.8166004463034011,0.65,0.8859420953305316,89.62939863813526,26.111804085594212
experto,0.922210345704123,0.75,0.65,1.0452347640172313,35.825507866092295,14.613197902375386
experto,0.9282724155985119,0.75,0.65,0.9300024143777247,88.36362319430332,8.43638163445213
experto,0.9255156944046234,0.778867671683867,0.65,1.1142837375764623,177.0,17.41732575974781
experto,0.8932235135780763,0.75,0.65,1.143608007338468,64.0784284403845,26.7529429357693
experto,0.9708370563357116,0.8410169590595898,0.65,0.797791558111622,168.19768397901802,13.417990272387824
experto,0.8926364289572684,0.75,0.65,1.0940937668804898,168.72732171795124,26.645482306839043
experto,0.9270516135389516,0.75,0.65,0.9244725155386417,29.40481594796115,10.032339879549525
experto,0.9747271579490528,0.8414627560063733,0.65,1.0695041148407656,96.2479425796172,16.610740671337805
